identif,genero,idade,concelho,lat,lon,dieta_saudavel,carne_branca,carne_vermelha,leite,ovos,sobras,cereais,leguminosas,vegetais,frutas,snacks,take_away,jantar_fora,compra_frutas,onde_compra,como_desloca,considera_que_tem_diversidade,perto_longe,alteracoes_climaticas,mudar_habitos,o_que_bloqueia,autosuficiencia,politicas,fao1,fao2,rendimento,instrucao,situacao_prof,saude,score_proteina,score_fruta,score_processados,score_sustentabilidade,dieta_percecionada,score_geral,FID,CreationDate,Creator,EditDate,Editor,GlobalID,x,y
,,,moura,38.133426014,-7.287442469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1735,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,5576bc06-1474-4848-8785-689140ba70fb,-7.287442469,38.133426014
,,,murca,41.422401432,-7.440741344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1736,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,94e07c7d-291e-4ce2-b1be-ebff9ba3a060,-7.440741344,41.422401432
,,,oleiros,39.944580983,-7.871113676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1737,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,6d37f02b-c3cd-451c-b6cb-3a22b7908e74,-7.871113676,39.944580983
,,,oliveira de frades,40.703742162,-8.238377539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1738,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,456b7320-302f-4876-a3ce-e52097fe3bc6,-8.238377539,40.703742162
,,,pedrogao grande,39.934931404,-8.182579905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1739,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,c7c9b1d8-074b-4ef2-8215-d8f862b15818,-8.182579905,39.934931404
,,,penalva do castelo,40.671306047,-7.655880528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1740,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,1fa0b3c5-afea-4d9c-bcc1-b690349e3f8d,-7.655880528,40.671306047
,,,penamacor,40.1765223,-7.136770222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1741,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,5df50519-93a5-4fff-9e5f-dff0825bb666,-7.136770222,40.1765223
,,,penedono,40.991236778,-7.395082441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1742,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,0e8b9072-375a-4d0e-ab63-9205938d05f6,-7.395082441,40.991236778
,,,penela,40.010123467,-8.369848253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1743,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,4dbcac21-2c09-4881-9e08-f293db69e8c6,-8.369848253,40.010123467
,,,pinhel,40.741957606,-7.110139547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1744,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,bb22288f-fee3-4361-bf29-c01193c39c56,-7.110139547,40.741957606
,,,portel,38.301838141,-7.696717781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1745,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,efc5311d-be36-4e2e-bf93-cd4b829a5bfa,-7.696717781,38.301838141
,,,porto de mos,39.557917031,-8.817009944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1746,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,0b815a6b-eb27-4b8e-9858-d876ef45002d,-8.817009944,39.557917031
,,,proenca_a_nova,39.738297897,-7.855782307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1747,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,9bf2bc27-55ac-46ba-9c9f-e98326c63fe2,-7.855782307,39.738297897
,,,reguengos de monsaraz,38.396118564,-7.477430342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1748,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,188de8eb-da14-4a14-a3e3-e80dd51ec9ec,-7.477430342,38.396118564
,,,ribeira de pena,41.508887173,-7.796960206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1749,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,98f0e9da-ca89-4db4-83d6-35cd6c60dc6a,-7.796960206,41.508887173
,,,santa marta de penaguiao,41.228071757,-7.802265247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1750,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,1f99c064-7151-4248-89d7-567e1e5076c1,-7.802265247,41.228071757
,,,sardoal,39.562973942,-8.138506715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1751,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,324e5b40-4044-4e52-b3f7-f8cfc0408661,-8.138506715,39.562973942
,,,tabuaco,41.094274653,-7.565557822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1752,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,bb23dd9b-c130-4c59-b4a5-0df1c20c200d,-7.565557822,41.094274653
,,,viana do alentejo,38.384589583,-8.122420936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1753,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,95424887-b033-4b5a-8627-1bf42fabf989,-8.122420936,38.384589583
,,,vidigueira,38.168828429,-7.717055423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1754,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,5284399a-fe8e-4ba1-ac96-8b4eae91e57c,-7.717055423,38.168828429
,,,vieira do minho,41.631480163,-8.10396705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1755,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,7d3fd105-42a6-44ed-8e80-f3760e17d51d,-8.10396705,41.631480163
,,,vila de rei,39.683118065,-8.144312219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1756,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,1914d0d4-7dff-47c7-9dc5-9d1ef04ecbd8,-8.144312219,39.683118065
,,,vila do bispo,37.08628271,-8.883459857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1757,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,1ed08c6c-e0a8-4dd8-a17c-76311ed9771d,-8.883459857,37.08628271
,,,vila nova de cerveira,41.917276485,-8.706622833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1758,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,6c618473-43c9-484b-8835-77ce04c032ab,-8.706622833,41.917276485
,,,vimioso,41.570725435,-6.530757499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1759,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,6dd92b7d-761f-404b-89cb-e47a4ca58b64,-6.530757499,41.570725435
,,,vinhais,41.832499985,-7.048664922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1760,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,28e94e93-ceae-41e6-ad70-b1286f318747,-7.048664922,41.832499985
652326,Homem,33,braga,41.544478205,-8.420923539,Todos os dias,"Todos os dias, várias vezes",Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,Uma vez por dia,Uma vez por dia,Algumas vezes por semana,Ocasionalmente no mês,Ocasionalmente no mês,Algumas vezes por semana,mercearia,carro,Sim,,Ns/Nr,Não mudou,1,Sim,Sim,Não,Não,O rendimento atual permite viver confortavelmente,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,1,4,2,5,5,3,1761,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,560e36d0-3474-4167-bd5b-5ee4a465bcd3,-8.420923539,41.544478205
652327,Homem,32,coimbra,40.216154074,-8.446176762,Todos os dias,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,Uma vez por dia,"Todos os dias, várias vezes",Uma vez por semana,Uma vez por semana,Uma vez por semana,Uma vez por semana,grandes superficies,carro,Sim,,Não,Não mudou,2,Sim,Sim,Não,Não,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Sim,2,4,3,1,5,2.5,1762,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,0ff0fc32-46a2-40bc-a415-e82e41ea5a33,-8.446176762,40.216154074
652328,Homem,70,maia,41.244909683,-8.601340889,Todos os dias,Algumas vezes por semana,Ocasionalmente no mês,Uma vez por semana,Nunca,,Nunca,,Nunca,"Todos os dias, várias vezes",Nunca,Nunca,Ocasionalmente no mês,Algumas vezes por semana,supermercado,a pé,Sim,,Não,Não mudou,5,Sim,Não sei,Não,Não,O rendimento atual permite viver confortavelmente,12º ano (ensino secundário),Reformado(a),Sim,4,1,5,3,5,3.25,1763,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,7c89d15f-ed30-4c66-af93-ccd372edf223,-8.601340889,41.244909683
652329,Mulher,45,covilha,40.256714674,-7.562608742,Todos os dias,"Todos os dias, várias vezes","Todos os dias, várias vezes","Todos os dias, várias vezes","Todos os dias, várias vezes",,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Uma vez por semana,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,grandes superficies,carro,Sim,,Sim,Sim,4,Sim,Sim,Sim,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,1,5,3,1,5,2.5,1764,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,8974dc3d-d87c-4c8d-aa3e-93da7d6d902f,-7.562608742,40.256714674
652330,Homem,20,oliveira de azemeis,40.842213765,-8.468385913,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Algumas vezes por semana,Uma vez por semana,,Algumas vezes por semana,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Uma vez por semana,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,grandes superficies,carro,Não,,Sim,"Não mudou, mas consideraria mudar",1,Não,Sim,Não,Não,O rendimento atual permite viver confortavelmente,12º ano (ensino secundário),Estudante,Sim,5,5,3,1,4,3.5,1765,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,74e914fb-ce1a-4cda-9c82-b2a2c6fb0fff,-8.468385913,40.842213765
652332,Homem,45,porto,41.161698034,-8.620935214,Todos os dias,Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,"Todos os dias, várias vezes",,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Ocasionalmente no mês,Uma vez por semana,Ocasionalmente no mês,supermercado,a pé,Sim,,Não,"Não mudou, mas consideraria mudar",2,Não,Sim,Não,Não,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,2,3,3,1,5,2.25,1766,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,52bcd609-1abd-4253-987e-c9c6c76d86d5,-8.620935214,41.161698034
652333,Mulher,51,castelo branco,39.854838625,-7.501662011,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,Nunca,Ocasionalmente no mês,Uma vez por semana,supermercado,carro,Não,,Não,Sim,1,Não sei,Sim,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Doméstico(a),Sim,5,5,2,1,4,3.25,1767,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,1ebf8dde-8b05-4c2f-b5c8-7a20084c3136,-7.501662011,39.854838625
652338,Mulher,63,condeixa_a_nova,40.09871425,-8.499631529,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,,Uma vez por dia,,Ocasionalmente no mês,Uma vez por dia,Ocasionalmente no mês,Nunca,Uma vez por semana,Uma vez por semana,mercado,carro,Sim,,Não,Não mudou,3,Não,Sim,Não,Não,O rendimento atual permite viver confortavelmente,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,3,1,4,3,4,2.75,1768,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,aeaf5c87-be38-46b2-a470-b295dae8736e,-8.499631529,40.09871425
652340,Homem,44,cascais,38.724965104,-9.40100252,Ocasionalmente no mês,Algumas vezes por semana,Algumas vezes por semana,Uma vez por dia,Uma vez por dia,,Uma vez por dia,,Uma vez por dia,"Todos os dias, várias vezes",Uma vez por semana,Ocasionalmente no mês,Uma vez por semana,Uma vez por semana,supermercado,a pé,Sim,,Não,"Não mudou, mas consideraria mudar",2,Não sei,Sim,Não,Ns/Nr,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,3,4,3,1,2,2.75,1769,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,feed3539-bd45-408d-a651-526069cfb506,-9.40100252,38.724965104
652341,Mulher,62,sintra,38.823033973,-9.357657954,Todos os dias,"Todos os dias, várias vezes","Todos os dias, várias vezes","Todos os dias, várias vezes","Todos os dias, várias vezes",,Uma vez por semana,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,Ocasionalmente no mês,Todos os dias,Algumas vezes por semana,mercearia,a pé,Não,,Não,Não mudou,1,Sim,Sim,Não,Não,É difícil viver com o rendimento atual,12º ano (ensino secundário),Empregado(a),Não,1,5,2,4,5,3,1770,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,3b147e87-c63c-477d-971c-a4ef51e11f0f,-9.357657954,38.823033973
652343,Homem,46,amarante,41.272522374,-8.042076578,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,"Todos os dias, várias vezes",,Algumas vezes por semana,"Todos os dias, várias vezes",Uma vez por semana,Ocasionalmente no mês,Uma vez por semana,Algumas vezes por semana,mercearia,carro,Não,,Não,"Não mudou, mas consideraria mudar",2,Sim,Não,Não,Não,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,5,1,3,4,4,3.25,1771,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,870c8dd2-c587-4d44-8e3d-e41acf85a1ad,-8.042076578,41.272522374
652345,Mulher,33,aveiro,40.642197468,-8.628289547,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,Algumas vezes por semana,Uma vez por dia,Uma vez por semana,Nunca,Ocasionalmente no mês,Uma vez por semana,mercearia,a pé,Sim,,Sim,"Não mudou, mas consideraria mudar",2,Não sei,Sim,Não,Não,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Desempregado(a),Não,1,3,3,5,4,3,1772,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,1cb4be2b-dd35-493d-987e-bfa43c7146c1,-8.628289547,40.642197468
652346,Homem,44,macedo de cavaleiros,41.54336768,-6.906298478,Nunca,Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,Algumas vezes por semana,,Nunca,,Ocasionalmente no mês,Algumas vezes por semana,Ocasionalmente no mês,Ocasionalmente no mês,Algumas vezes por semana,Algumas vezes por semana,grandes superficies,carro,Sim,,Não,Não mudou,0,Sim,Sim,Sim,Não,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,1,1,4,1,1,1.75,1773,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,8e38da0c-8bbe-4d1c-a423-8d09bb98d209,-6.906298478,41.54336768
652349,Homem,68,sintra,38.823033973,-9.357657954,Nunca,Uma vez por semana,Uma vez por semana,Uma vez por semana,Algumas vezes por semana,,Ocasionalmente no mês,,Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,Nunca,Ocasionalmente no mês,Uma vez por semana,mercearia,carro,Não,,Não,"Não mudou, mas consideraria mudar",1,Não sei,Não sei,Sim,Sim,É muito difícil viver com o rendimento atual,9º ano (antigo 5º ano),Reformado(a),Não,4,3,4,4,1,3.75,1774,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,687f24ec-6f52-46ab-a8cd-6f8db78122c0,-9.357657954,38.823033973
652351,Homem,72,porto,41.161698034,-8.620935214,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por dia,Uma vez por semana,,Uma vez por dia,,Uma vez por dia,Uma vez por dia,Ocasionalmente no mês,Ocasionalmente no mês,Ocasionalmente no mês,Algumas vezes por semana,mercado,carro,Sim,,Não,Não mudou,2,Não sei,Sim,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Reformado(a),Não,3,4,4,5,4,4,1775,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,47dbe474-ef86-44a8-aa2e-7315d5461d01,-8.620935214,41.161698034
652352,Mulher,33,beja,37.962452753,-7.855906294,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,,Uma vez por dia,,Uma vez por dia,Uma vez por dia,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,mercado,a pé,Sim,,Sim,Sim,1,Sim,Sim,Não,Não,Não sabe,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,3,4,3,2,4,3,1776,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,0e9fddab-6844-4e9a-a249-a828887ca452,-7.855906294,37.962452753
652353,Homem,69,povoa de varzim,41.419083787,-8.717886568,Todos os dias,Uma vez por semana,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,,Uma vez por dia,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Nunca,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,producao própria,a pé,Sim,,Sim,Sim,2,Não,Sim,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Reformado(a),Não,5,5,5,4,5,4.75,1777,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,ac7f2bf1-3469-4bf4-a99a-07c4dc7ec4dd,-8.717886568,41.419083787
652356,Homem,45,lisboa,38.7376745,-9.15677179,Ocasionalmente no mês,"Todos os dias, várias vezes","Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,,Ocasionalmente no mês,,Algumas vezes por semana,"Todos os dias, várias vezes",Uma vez por semana,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,grandes superficies,a pé,Sim,,Ns/Nr,Não mudou,1,Não sei,Sim,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,1,1,3,2,2,1.75,1778,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,c1941969-530d-440e-9eae-a4091ab8cc34,-9.15677179,38.7376745
652357,Mulher,66,odivelas,38.79792249,-9.19928017,Todos os dias,Algumas vezes por semana,Uma vez por semana,"Todos os dias, várias vezes",Ocasionalmente no mês,,Algumas vezes por semana,,Algumas vezes por semana,"Todos os dias, várias vezes",Ocasionalmente no mês,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,grandes superficies,carro,Sim,,Não,"Não mudou, mas consideraria mudar",1,Sim,Sim,Não,Não,O rendimento atual permite viver confortavelmente,12º ano (ensino secundário),Reformado(a),Sim,5,1,4,1,5,2.75,1779,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,8bb6e3d4-2a8b-4317-b34f-5f58d5b1ec64,-9.19928017,38.79792249
652358,Homem,35,lisboa,38.7376745,-9.15677179,Algumas vezes por semana,Uma vez por dia,Ocasionalmente no mês,Algumas vezes por semana,Uma vez por dia,,Uma vez por dia,,Uma vez por dia,"Todos os dias, várias vezes",Algumas vezes por semana,Uma vez por semana,Uma vez por semana,Uma vez por semana,grandes superficies,a pé,Não,,Sim,"Não mudou, mas consideraria mudar",1,Não,Sim,Não,Não,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,3,4,2,1,4,2.5,1780,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,cbb2ee52-ada7-479c-911e-7d63b27c4a31,-9.15677179,38.7376745
652359,Homem,63,gondomar,41.109580563,-8.482985214,Algumas vezes por semana,Algumas vezes por semana,Uma vez por dia,"Todos os dias, várias vezes",Algumas vezes por semana,,Uma vez por dia,,Uma vez por dia,"Todos os dias, várias vezes",Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,grandes superficies,carro,Não,,Não,Sim,2,Não sei,Sim,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,1,4,2,1,4,2,1781,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,c38f3b04-4d23-4e43-a82a-67408ba90f72,-8.482985214,41.109580563
652362,Mulher,56,lisboa,38.7376745,-9.15677179,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por dia,Uma vez por dia,,Uma vez por semana,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Nunca,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,grandes superficies,transporte público,Sim,,Sim,Não mudou,1,Sim,Sim,Não,Não,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,1,5,5,1,4,3,1782,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,fc3e08fe-5a92-4031-b60d-2b77125c57ef,-9.15677179,38.7376745
652364,Mulher,70,barcelos,41.536703659,-8.623725928,Todos os dias,Algumas vezes por semana,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,Uma vez por dia,Uma vez por dia,Ocasionalmente no mês,Nunca,Algumas vezes por semana,Uma vez por semana,supermercado,carro,Não,,Ns/Nr,Sim,2,Não sei,Sim,Não,Não,Recusa,"Curso superior (Licenciatura, Bacharelato)",Reformado(a),Não,5,4,4,1,5,3.5,1783,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,0d7eaf44-85a1-4839-a5b4-d3c2e2d4a877,-8.623725928,41.536703659
